target_url,anchor_texts,unique_anchor_text_count,total_inlinks,found_at
https://de.surveymonkey.com/mp/legal/region-specific-privacy-statement/?ut_source=footer,Kalifornische Datenschutzerklärung (26),1,26,https://de.surveymonkey.com/pricing/
https://de.surveymonkey.com/mp/legal/subprocessor-list/,Datenschutzerklärung für Auftragsverarbeiter (1) | Richtlinie für Datenübermittlungen (2) | Richtlinie für EU-Datenübermittlungen (1),3,4,https://de.surveymonkey.com/learn/trust-center/; https://de.surveymonkey.com/mp/legal/privacy/
https://de.surveymonkey.com/mp/legal/surveymonkey-contribute-privacy-notice/,Datenschutzerklärung für Contribute and Rewards (1) | SurveyMonkey Contribute und Rewards-Datenschutzerklärung (1),2,2,https://de.surveymonkey.com/mp/legal/privacy/
https://de.surveymonkey.com/mp/legal/terms-of-use-federal-government/,/mp/legal/terms-of-use-federal-government/ (1) | dieser Zusatz (2),2,3,https://de.surveymonkey.com/mp/legal/gsa/; https://de.surveymonkey.com/mp/legal/terms-of-use/
https://de.surveymonkey.com/mp/legal/terms-of-use-state-government/,/mp/legal/terms-of-use-state-government/ (1) | dieser Zusatz (2),2,3,https://de.surveymonkey.com/mp/legal/gsa/; https://de.surveymonkey.com/mp/legal/terms-of-use/
https://de.surveymonkey.com/mp/legal/terms-of-use/,Dritte (1) | Nutzungsbedingungen (2) | Nutzungsbedingungen (321) | Terms of Use (1) | Weitere Infos (1) | https://www.surveymonkey.com/mp/legal/terms-of-use/ (3),5,329,https://de.surveymonkey.com/mp/legal/?ut_source=footer; https://de.surveymonkey.com/mp/legal/gsa/; https://de.surveymonkey.com/mp/legal/terms-of-use-state-government/; https://de.surveymonkey.com/mp/legal/which-terms-apply/; https://de.surveymonkey.com/product/integrations/paypal-integration/; https://de.surveymonkey.com/product/market-research/
https://de.surveymonkey.com/mp/legal/terms-of-use/?ut_source=footer,Nutzungsbedingungen (26),1,26,https://de.surveymonkey.com/pricing/
https://de.surveymonkey.com/mp/legal/which-terms-apply/,/mp/legal/which-terms-apply/ (1) | Servicespezifische Bestimmungen (15) | Weitere Infos (1) | servicespezifische Bedingungen (2),4,19,https://de.surveymonkey.com/mp/legal/?ut_source=footer; https://de.surveymonkey.com/mp/legal/gsa/; https://de.surveymonkey.com/mp/legal/privacy/; https://de.surveymonkey.com/mp/legal/terms-of-use/
https://de.surveymonkey.com/mp/likert-scale-questions-and-mistakes-to-avoid/,Likert-Bewertungsskala (1) | Likert-Skala (1),2,2,https://de.surveymonkey.com/learn/survey-best-practices/; https://de.surveymonkey.com/mp/state-of-surveys/
https://de.surveymonkey.com/mp/likert-scale/,"Erhebungen mit Likert-Skala (1) | Fragen nach der Likert-Skala (1) | Likert-Skala (2) | Likert-Skala (610) | Likert-Skala-Frage (1) | Likert-Skalen (2) | Likert-Skalen: Wie Sie sie nutzen und die Ergebnisse effizient analysieren (1) | Was ist eine Likert-Skala? Beispiele, Tipps und Erklärungen zur Datenanalyse (1)",7,619,https://de.surveymonkey.com/curiosity/5-steps-to-create-ai-prompts-for-high-quality-surveys-and-forms/; https://de.surveymonkey.com/learn/; https://de.surveymonkey.com/learn/product-development/concept-testing-guide/; https://de.surveymonkey.com/mp/likert-scale-questions-and-mistakes-to-avoid/; https://de.surveymonkey.com/mp/online-polls/?ut_source=megamenu; https://de.surveymonkey.com/mp/post-event-survey-questions/; https://de.surveymonkey.com/product/market-research/; https://de.surveymonkey.com/templates/likert-scale-survey-template/
https://de.surveymonkey.com/mp/margin-of-error-calculator/,Fehlerspanne (1) | Fehlerspanne berechnen (mit Formel und Beispielen) (1) | Fehlerspannenrechner (1) | Fehlerspannenrechner (608) | Fehlerspannenrechner: Nutzen Sie Formeln und Beispiele (1) | dieses Fehlerspannenrechners (1) | reduziert Fehler (1),6,614,https://de.surveymonkey.com/learn/; https://de.surveymonkey.com/learn/product-development/concept-testing-guide/; https://de.surveymonkey.com/learn/research-and-analysis/; https://de.surveymonkey.com/learn/survey-best-practices/how-to-conduct-surveys/; https://de.surveymonkey.com/mp/how-to-create-surveys/; https://de.surveymonkey.com/mp/sample-size-calculator/; https://de.surveymonkey.com/product/market-research/
https://de.surveymonkey.com/mp/mobile-friendly-surveys/,(2),0,2,https://de.surveymonkey.com/use-cases/registration-forms/
https://de.surveymonkey.com/mp/net-promoter-score-benchmarks-customer-loyalty/,Benchmarking der Kundenerfahrung (1) | Benchmarking-Feature (1) | NPS-Benchmark (1) | NPS-Benchmarks (1) | NPS-Benchmarks (1) | NPS-Benchmarks verschiedener Branchen (1),5,6,https://de.surveymonkey.com/learn/research-and-analysis/; https://de.surveymonkey.com/learn/survey-best-practices/; https://de.surveymonkey.com/mp/improve-customer-loyalty-retention/; https://de.surveymonkey.com/mp/net-promoter-score-calculation/; https://de.surveymonkey.com/mp/nps-calculator/; https://de.surveymonkey.com/use-cases/net-promoter-score/
https://de.surveymonkey.com/mp/net-promoter-score-calculation/,NPS mithilfe des NPS-Rechners kalkulieren (1) | Net Promoter Score wie folgt berechnen (1),2,2,https://de.surveymonkey.com/mp/nps-calculator/
https://de.surveymonkey.com/mp/nps-calculator/,Berechnung des NPS-Scores (1) | Ihren NPS-Score zu berechnen (1) | Messen Sie den NPS mit unserem intuitiven Rechner (1) | NPS (1) | NPS-Rechner (608) | eine Formel angewendet (1) | so wird dieser berechnet (1) | um den NPS zu berechnen (1),8,615,https://de.surveymonkey.com/learn/; https://de.surveymonkey.com/learn/customer-feedback/what-is-customer-experience-and-how-to-improve-it/; https://de.surveymonkey.com/learn/employee-feedback/; https://de.surveymonkey.com/mp/improve-customer-loyalty-retention/; https://de.surveymonkey.com/mp/net-promoter-score-benchmarks-customer-loyalty/; https://de.surveymonkey.com/mp/net-promoter-score-calculation/; https://de.surveymonkey.com/mp/what-to-ask-in-your-customer-service-surveys/; https://de.surveymonkey.com/product/market-research/
https://de.surveymonkey.com/mp/online-polls/?ut_source=megamenu,Meinungsumfragen (2),1,2,https://de.surveymonkey.com/collect/audience/calculator/preview?ut_source=footer
https://de.surveymonkey.com/mp/post-event-survey-questions/,"Feedback erfassen (1) | Fragen, die Sie nach einem Event stellen sollten (1) | Umfrage kurz nach der Veranstaltung (1) | Umfrage zu Feedback nach einer Veranstaltung (1) | direkt nach der Veranstaltung (1)",5,5,https://de.surveymonkey.com/curiosity/double-barrel-survey-question/; https://de.surveymonkey.com/learn/; https://de.surveymonkey.com/learn/event-management/event-planning-surveys/?ut_source=megamenu; https://de.surveymonkey.com/learn/survey-best-practices/
https://de.surveymonkey.com/mp/rsvp-forms/,Wie Sie Anmeldeformulare erstellen und verwenden (1),1,1,https://de.surveymonkey.com/learn/
https://de.surveymonkey.com/mp/sample-size-calculator/,Berechnen Sie die Stichprobengröße wie ein Profi (1) | Ermittlung der Stichprobengröße (1) | Gesamtstichprobe (1) | Stichprobengröße berechnen (1) | Stichprobenrechner (2) | Stichprobenrechner (608) | dieses Stichprobenrechner (1),6,615,https://de.surveymonkey.com/learn/; https://de.surveymonkey.com/learn/product-development/concept-testing-guide/; https://de.surveymonkey.com/learn/research-and-analysis/; https://de.surveymonkey.com/learn/survey-best-practices/how-to-conduct-surveys/; https://de.surveymonkey.com/mp/margin-of-error-calculator/; https://de.surveymonkey.com/product/market-research/
https://de.surveymonkey.com/mp/state-of-surveys/,Weitere Infos (609) | Zum Leitfaden (1),2,610,https://de.surveymonkey.com/product/market-research/; https://de.surveymonkey.com/roles/product/
https://de.surveymonkey.com/mp/survey-types/,Typen von Online-Umfragen (1),1,1,https://de.surveymonkey.com/mp/how-to-create-surveys/
https://de.surveymonkey.com/mp/survey-types/?ut_source=megamenu,Mehr anzeigen (2),1,2,https://de.surveymonkey.com/collect/audience/calculator/preview?ut_source=footer
https://de.surveymonkey.com/mp/what-to-ask-in-your-customer-service-surveys/,Musterfragen zum Kundenservice (1) | Umfragen zum Kundenservice: Was sollte ich fragen? (1) | Was Sie in Umfragen zum Kundenservice fragen sollten (1),3,3,https://de.surveymonkey.com/mp/improve-customer-loyalty-retention/; https://de.surveymonkey.com/templates/customer-service-feedback-survey-template/; https://de.surveymonkey.com/use-cases/customer-service-feedback/
https://de.surveymonkey.com/newsroom/,Newsroom (608),1,608,https://de.surveymonkey.com/product/market-research/
https://de.surveymonkey.com/newsroom/new-getfeedback-capabilities-accelerate-scale-cx/,Momentive kündigt neue GetFeedback-Features zur Beschleunigung und Skalierung von CX-Programmen an (1),1,1,https://de.surveymonkey.com/newsroom/
https://de.surveymonkey.com/newsroom/surveymonkey-achieves-international-organization-for-standardization-iso-security-recognition-from-the-british-standards-institute/,Weitere Infos (2),1,2,https://de.surveymonkey.com/product/enterprise/admin-security-features/
https://de.surveymonkey.com/newsroom/surveymonkey-announces-ai-generated-surveys/,SurveyMonkey gibt Verfügbarkeit KI-generierter Umfragen für internationalen Markt bekannt (1),1,1,https://de.surveymonkey.com/newsroom/
https://de.surveymonkey.com/pricing/,"Alle Angebote und Preise anzeigen (1) | Alle Tarife anzeigen (13) | Get started (3) | Ihre Umfragen durchzuführen (1) | Kostenlos registrieren und loslegen (1) | Loslegen (3) | Loslegen! (8) | Optimieren Sie jetzt Ihr Zeitmanagement bei Veranstaltungen (1) | Preise (1220) | Pro sign up (1) | Pro-Registrierung (28) | Registrieren (1) | Sehen Sie sich die Tarife dazu an. (1) | Tarif (3) | Tarif, der Ihren Bedürfnissen entspricht (1) | Tarife (1) | Tarife anzeigen (1) | Tarife anzeigen (10) | Tarife kennenlernen (4) | Tarife und Preise (2) | Teamtarife anzeigen (1) | bei SurveyMonkey registrieren (1) | in kostenpflichtigen Tarifen verfügbar (2) | kostenpflichtigen Tarifen (1) | können gleich mit SurveyMonkey durchstarten (1) | wählen Sie den Tarif (1) | wählen Sie einen Tarif aus (1) | (1)",26,1313,https://de.surveymonkey.com/; https://de.surveymonkey.com/curiosity/online-application-form-mistakes/; https://de.surveymonkey.com/curiosity/sentiment-analysis-and-word-cloud/; https://de.surveymonkey.com/customers/; https://de.surveymonkey.com/learn/customer-feedback/customer-journey/; https://de.surveymonkey.com/learn/event-management/10-tips-for-improving-your-event-management-skills/; https://de.surveymonkey.com/learn/research-and-analysis/; https://de.surveymonkey.com/learn/survey-best-practices/how-to-conduct-surveys/; https://de.surveymonkey.com/mp/ab-testing-significance-calculator/; https://de.surveymonkey.com/mp/anonymous-employee-surveys/; https://de.surveymonkey.com/mp/comparing-closed-ended-and-open-ended-questions/; https://de.surveymonkey.com/mp/event-planning-checklist/; https://de.surveymonkey.com/mp/feedback-forms/; https://de.surveymonkey.com/mp/how-to-ask-sensitive-survey-questions/; https://de.surveymonkey.com/mp/how-to-create-surveys/; https://de.surveymonkey.com/mp/inclusion-survey-template/; https://de.surveymonkey.com/mp/post-event-survey-questions/; https://de.surveymonkey.com/mp/rsvp-forms/; https://de.surveymonkey.com/product/features/ai/; https://de.surveymonkey.com/product/features/customization/; https://de.surveymonkey.com/product/market-research/; https://de.surveymonkey.com/roles/; https://de.surveymonkey.com/templates/; https://de.surveymonkey.com/templates/rsvp-contact-information-survey-template/; https://de.surveymonkey.com/use-cases/registration-forms/
https://de.surveymonkey.com/pricing/?ut_source=footer,Deutsch (63),1,63,https://www.surveymonkey.com/pricing/
https://de.surveymonkey.com/pricing/educational/?ut_source=pricing-teams-summary,Preise anzeigen (5),1,5,https://de.surveymonkey.com/pricing/
https://de.surveymonkey.com/pricing/individual/,Individuelle Tarife anzeigen (1) | Tarife anzeigen (1) | wählen Sie einen Tarif aus (1) | wählen Sie einen kostenpflichtigen Tarif (1),4,4,https://de.surveymonkey.com/; https://de.surveymonkey.com/product/integrations/paypal-integration/; https://de.surveymonkey.com/use-cases/contact-forms/; https://de.surveymonkey.com/use-cases/payment-forms/
https://de.surveymonkey.com/pricing/individual/?ut_source=footer,Deutsch (46),1,46,https://www.surveymonkey.com/pricing/individual/
https://de.surveymonkey.com/pricing/individual/?ut_source=pricing-teams-summary,Individuelle Tarife (5),1,5,https://de.surveymonkey.com/pricing/
https://de.surveymonkey.com/pricing/teams/,Teamtarife anzeigen (1) | Weitere Infos (1),2,2,https://de.surveymonkey.com/; https://de.surveymonkey.com/curiosity/qa-how-surveymonkeys-chief-people-officer-leads-a-survey-team-that-creates-an-engaged-workforce/
https://de.surveymonkey.com/pricing/teams/?ut_source=footer,Deutsch (48),1,48,https://www.surveymonkey.com/pricing/teams/
https://de.surveymonkey.com/pricing/teams/?ut_source=pricing-teams-summary,Teamtarife (4),1,4,https://de.surveymonkey.com/pricing/
https://de.surveymonkey.com/pricing/teams/details/?ut_source=pricing-teams-summary,Alle Features anzeigen (15) | Alle Features der Tarife inklusive BASIC-Tarif anzeigen (5) | Preise anzeigen (5),3,25,https://de.surveymonkey.com/pricing/
https://de.surveymonkey.com/product/,Produktübersicht (608) | Weitere Infos (3) | Übersicht (608),3,1219,https://de.surveymonkey.com/product/features/whats-new/; https://de.surveymonkey.com/product/market-research/
https://de.surveymonkey.com/product/?ut_source=pricing-teams-summary&ut_source2=summary&ut_source3=header,Produktübersicht (10),1,10,https://de.surveymonkey.com/pricing/
https://de.surveymonkey.com/product/enterprise/,Alle Enterprise-Features testen (1) | Enterprise (1216) | Enterprise-Lösung testen (1) | Enterprise-Tarifen (3) | Erfahren Sie mehr (1) | SurveyMonkey Enterprise (13) | SurveyMonkey Enterprise (6) | SurveyMonkey Enterprise testen (1) | Testen Sie Enterprise-Features (4) | Vertrieb für Unternehmen (2) | Vertriebsmitarbeiter (2) | Weitere Infos (9) | haben so in Ihrem gesamten Unternehmen Zugriff auf Daten (1) | zentral in einer Plattform (1),13,1261,https://de.surveymonkey.com/industries/professional-services/; https://de.surveymonkey.com/learn/employee-feedback/employee-engagement-survey/; https://de.surveymonkey.com/mp/how-to-create-surveys/; https://de.surveymonkey.com/mp/legal/acceptable-uses-policy/; https://de.surveymonkey.com/mp/legal/terms-of-use/; https://de.surveymonkey.com/mp/likert-scale/; https://de.surveymonkey.com/product/; https://de.surveymonkey.com/product/enterprise/admin-security-features/; https://de.surveymonkey.com/product/features/security/; https://de.surveymonkey.com/product/integrations/; https://de.surveymonkey.com/product/market-research/; https://de.surveymonkey.com/roles/marketing/; https://de.surveymonkey.com/use-cases/event-feedback/
https://de.surveymonkey.com/product/enterprise/?ut_source=pricing-teams-summary&ut_source2=summary&ut_source3=mobile-standalone-link,Enterprise (10),1,10,https://de.surveymonkey.com/pricing/
https://de.surveymonkey.com/product/enterprise/admin-security-features/,Administration und Sicherheit (608) | Administrator-Features (2) | Sicherheits- und Administrations-Features ansehen (2),3,612,https://de.surveymonkey.com/product/enterprise/; https://de.surveymonkey.com/product/market-research/
https://de.surveymonkey.com/product/features/,Alle Features anzeigen (608) | Alle Features anzeigen (6) | Distributionskanäle für Umfragen (1) | Features testen (2) | Top-Features ansehen (1) | Weitere Infos (1) | (31),5,650,https://de.surveymonkey.com/product/features/ai-survey-generator/; https://de.surveymonkey.com/product/features/text-analysis/; https://de.surveymonkey.com/product/features/whats-new/; https://de.surveymonkey.com/product/market-research/; https://de.surveymonkey.com/roles/customer-experience/; https://de.surveymonkey.com/roles/research/; https://de.surveymonkey.com/use-cases/online-quiz/
https://de.surveymonkey.com/product/features/?ut_source=pricing-teams-summary&ut_source2=summary&ut_source3=header,Alle Features anzeigen (10),1,10,https://de.surveymonkey.com/pricing/
https://de.surveymonkey.com/product/features/ai-principles/,Leitprinzipien für KI (2) | Unsere KI-Grundsätze (4) | Weitere Infos (2) | hier (2) | hier unsere KI-Grundsätze (1),5,11,https://de.surveymonkey.com/mp/legal/privacy/; https://de.surveymonkey.com/product/enterprise/; https://de.surveymonkey.com/product/features/ai/
https://de.surveymonkey.com/product/features/ai-survey-analysis/,Weitere Infos (8) | Weitere Infos (2),1,10,https://de.surveymonkey.com/product/features/; https://de.surveymonkey.com/product/features/ai/
https://de.surveymonkey.com/product/features/ai-survey-generator/,KI-gestützten Features von SurveyMonkey zur Umfrageerstellung (2) | KI-gestützter Erstellung (1) | Weitere Infos (9) | Weitere Infos (3) | lassen Sie die KI das für Sie tun (1) | unsere KI (1),5,17,https://de.surveymonkey.com/product/; https://de.surveymonkey.com/product/features/; https://de.surveymonkey.com/product/features/ai/; https://de.surveymonkey.com/product/features/create/; https://de.surveymonkey.com/product/surveys/
https://de.surveymonkey.com/product/features/ai/,"AI, KI (608) | KI (608) | KI optimierte (1) | Mit KI analysieren (2) | Mit KI erstellen (1) | SurveyMonkey-KI testen (1) | Unsere KI (1) | Weitere Infos (4) | leistungsstarke KI (1)",9,1227,https://de.surveymonkey.com/; https://de.surveymonkey.com/product/enterprise/; https://de.surveymonkey.com/product/features/; https://de.surveymonkey.com/product/features/create/; https://de.surveymonkey.com/product/market-research/; https://de.surveymonkey.com/product/surveys/; https://de.surveymonkey.com/use-cases/inclusion-and-belonging/
https://de.surveymonkey.com/product/features/ai/?ut_source=pricing-teams-summary&ut_source2=summary&ut_source3=header,KI (10),1,10,https://de.surveymonkey.com/pricing/
https://de.surveymonkey.com/product/features/benchmarks/,Benchmarking (1) | Benchmarks (1) | Ergebnisse auch mit denen ähnlicher Organisationen Ihrer Branche vergleichen (1) | Ergebnisse vergleichen (1) | SurveyMonkey Benchmarks (2) | SurveyMonkey Benchmarks (3) | SurveyMonkey-Benchmarks (1) | Umfrage-Benchmarks (2) | mit dem Score ähnlicher Unternehmen Ihrer Branche vergleichen (1),8,13,https://de.surveymonkey.com/learn/employee-feedback/; https://de.surveymonkey.com/learn/marketing/; https://de.surveymonkey.com/learn/research-and-analysis/; https://de.surveymonkey.com/mp/net-promoter-score-benchmarks-customer-loyalty/; https://de.surveymonkey.com/mp/nps-calculator/; https://de.surveymonkey.com/templates/; https://de.surveymonkey.com/use-cases/customer-satisfaction/; https://de.surveymonkey.com/use-cases/net-promoter-score/
https://de.surveymonkey.com/product/features/collectors/,Beantwortungen erfassen (1) | Collector-Typen (1) | Collectors (1) | Distribuieren (2) | Feedback erfassen (1) | Feedback ganz einfach erfassen (1) | Feedback über alle Kanäle hinweg erfassen (2) | Weitere Infos (6) | Wählen Sie Ihren Collector (1) | (4),9,20,https://de.surveymonkey.com/curiosity/new-ways-to-collect-website-feedback/; https://de.surveymonkey.com/product/; https://de.surveymonkey.com/product/features/; https://de.surveymonkey.com/product/surveys/; https://de.surveymonkey.com/use-cases/customer-effort-score/; https://de.surveymonkey.com/use-cases/customer-service-feedback/; https://de.surveymonkey.com/use-cases/net-promoter-score/; https://de.surveymonkey.com/use-cases/payment-forms/; https://de.surveymonkey.com/use-cases/registration-forms/; https://de.surveymonkey.com/use-cases/request-forms/
https://de.surveymonkey.com/product/features/create/,Weitere Infos (2) | erstellen (2),2,4,https://de.surveymonkey.com/product/features/; https://de.surveymonkey.com/use-cases/payment-forms/
https://de.surveymonkey.com/product/features/customization/,Befragung mit Branding und maßgeschneiderte Anpassung (1) | Benutzerdefinierte Umfrage-Brandings (1) | Branding & individuelle Anpassung der Umfrage (1) | Designs und Farben (1) | Ihr Branding und Logo einzufügen (1) | Individuelle Anpassung (2) | Maßgeschneiderte Anpassung (2) | Mehr zu unseren Funktionen (80) | Passen Sie Vorlagen (2) | Umfrage-Branding & maßgeschneiderte Anpassung (3) | Umfrageanpassung (2) | Umfragedesigns (1) | Weitere Infos (2) | eigene (1) | (5),14,105,https://de.surveymonkey.com/compare/surveymonkey-vs-microsoft-forms/; https://de.surveymonkey.com/learn/survey-best-practices/; https://de.surveymonkey.com/learn/survey-best-practices/how-to-conduct-surveys/; https://de.surveymonkey.com/product/features/; https://de.surveymonkey.com/product/features/create/; https://de.surveymonkey.com/roles/customer-experience/; https://de.surveymonkey.com/roles/human-resources/; https://de.surveymonkey.com/roles/it/; https://de.surveymonkey.com/roles/marketing/; https://de.surveymonkey.com/templates/; https://de.surveymonkey.com/templates/customer-satisfaction-survey-template/; https://de.surveymonkey.com/use-cases/customer-satisfaction/; https://de.surveymonkey.com/use-cases/event-feedback/; https://de.surveymonkey.com/use-cases/net-promoter-score/
https://de.surveymonkey.com/product/features/data-governance-user-admin/,Dashboard (2) | Datenschutz-Standards (1) | Umfragerollen und -berechtigungen (1) | Weitere Infos (6) | Zentralisiertes Administrator-Dashboard (1),5,11,https://de.surveymonkey.com/product/; https://de.surveymonkey.com/product/enterprise/admin-security-features/; https://de.surveymonkey.com/product/features/; https://de.surveymonkey.com/roles/it/; https://de.surveymonkey.com/roles/research/
https://de.surveymonkey.com/product/features/hipaa-compliance/,HIPAA (4) | HIPAA (1) | HIPAA-Compliance (2) | HIPAA-Konformität (1) | HIPAA-Konformität (3) | HIPPA compliant features (1) | So sorgen Sie für die HIPAA-Konformität Ihrer Befragungen (1) | Weitere Infos (4),6,17,https://de.surveymonkey.com/industries/healthcare/; https://de.surveymonkey.com/learn/; https://de.surveymonkey.com/learn/survey-best-practices/; https://de.surveymonkey.com/learn/trust-center/; https://de.surveymonkey.com/mp/how-to-ask-sensitive-survey-questions/; https://de.surveymonkey.com/product/enterprise/; https://de.surveymonkey.com/product/features/; https://de.surveymonkey.com/product/surveys/
https://de.surveymonkey.com/product/features/offline-surveys/,App SurveyMonkey Anywhere (1) | Offline- (2) | Offline-Modus (2) | SurveyMonkey Anywhere (1) | offline (1),5,7,https://de.surveymonkey.com/learn/event-management/event-planning-surveys/?ut_source=megamenu; https://de.surveymonkey.com/learn/marketing/; https://de.surveymonkey.com/mp/how-to-create-surveys/; https://de.surveymonkey.com/product/enterprise/; https://de.surveymonkey.com/use-cases/event-feedback/
https://de.surveymonkey.com/product/features/security/,Datenschutz- und Sicherheitsmaßnahmen (3) | Datensicherheit (2) | Schützen Sie sensible Daten (1) | Sicherheitsfeatures für Unternehmen (2) | Weitere Infos (15),5,23,https://de.surveymonkey.com/learn/trust-center/; https://de.surveymonkey.com/product/enterprise/admin-security-features/; https://de.surveymonkey.com/product/features/; https://de.surveymonkey.com/product/integrations/; https://de.surveymonkey.com/use-cases/order-forms/
https://de.surveymonkey.com/product/features/text-analysis/,Antworten auf offene Fragen (2) | Stimmungsanalyse (3) | Textanalyse (1) | Textanalyse (1) | Textanalyse-Features (3) | Weitere Infos (2) | Wortwolke (1) | Wortwolken (1) | (10),7,24,https://de.surveymonkey.com/curiosity/sentiment-analysis-and-word-cloud/; https://de.surveymonkey.com/learn/employee-feedback/; https://de.surveymonkey.com/learn/research-and-analysis/; https://de.surveymonkey.com/product/features/; https://de.surveymonkey.com/product/features/ai-survey-analysis/; https://de.surveymonkey.com/roles/customer-experience/; https://de.surveymonkey.com/roles/research/; https://de.surveymonkey.com/use-cases/inclusion-and-belonging/; https://de.surveymonkey.com/use-cases/registration-forms/
https://de.surveymonkey.com/product/features/whats-new/,Neues bei SurveyMonkey (608) | Was ist neu bei SurveyMonkey? (3) | Weitere Infos (7),3,618,https://de.surveymonkey.com/product/market-research/; https://help.surveymonkey.com/de/
https://de.surveymonkey.com/product/forms/,Beginnen Sie (1) | Erstellung von Online-Formularen (1) | Formularanpassung (1) | Formulare (608) | Ihrem ersten eigenen Online-Formular (1) | Online-Formulare (1) | Online-Formulare (608) | Weitere Infos (4),7,1225,https://de.surveymonkey.com/curiosity/online-application-form-mistakes/; https://de.surveymonkey.com/mp/feedback-forms/; https://de.surveymonkey.com/mp/how-to-create-contact-form/; https://de.surveymonkey.com/product/; https://de.surveymonkey.com/product/integrations/paypal-integration/; https://de.surveymonkey.com/product/market-research/; https://de.surveymonkey.com/use-cases/order-forms/
https://de.surveymonkey.com/product/integrations/,Alle Integrationen anzeigen (10) | Alle mehr als 200 Integrationen (18) | Anwendungen integrieren (1) | CRM-Integration (1) | Enterprise-Integrationen (3) | Formularbeantwortungen ganz einfach in Ihre vorhandenen Systeme (1) | Integration starten (1) | Integrationen (1) | Integrationen (1220) | Integrationen und APIs (2) | Integrieren (1) | Mehr als 200 Integrationen (2) | Weitere Infos (2) | Weitere Infos (3) | integrieren (1) | mehr als 200 Integrationen (1) | sämtliche Möglichkeiten (1) | über 200 Integrationen (1) | (3),16,1273,https://de.surveymonkey.com/compare/surveymonkey-vs-questionpro/; https://de.surveymonkey.com/curiosity/connect-business-apps/; https://de.surveymonkey.com/learn/research-and-analysis/; https://de.surveymonkey.com/learn/survey-best-practices/how-to-conduct-surveys/; https://de.surveymonkey.com/mp/how-to-create-contact-form/; https://de.surveymonkey.com/product/; https://de.surveymonkey.com/product/forms/; https://de.surveymonkey.com/product/market-research/; https://de.surveymonkey.com/product/surveys/; https://de.surveymonkey.com/roles/customer-experience/; https://de.surveymonkey.com/roles/it/; https://de.surveymonkey.com/use-cases/contact-forms/; https://de.surveymonkey.com/use-cases/customer-satisfaction/; https://de.surveymonkey.com/use-cases/net-promoter-score/; https://de.surveymonkey.com/use-cases/order-forms/; https://de.surveymonkey.com/use-cases/payment-forms/; https://de.surveymonkey.com/use-cases/registration-forms/
https://de.surveymonkey.com/product/integrations/?gad_campaignid=20990368514&gad_source=1&gbraid=0AAAAADxhGgmre2r-jp3BoOCwArIp-5Q_0&gclid=Cj0KCQjwsNnCBhDRARIsAEzia4CJiiGVNK_FiM6qyqADP65Tehc9a_0Zw0vO7ENxlfUu8-Mycs4D9sUaAn57EALw_wcB&gclsrc=aw.ds&program=7013A000000ih75QAA&utm_adgroup=58700008663758309&utm_bu=SVMK&utm_campaign=71700000117409387&utm_content=43700079414039536&utm_kxconfid=s4bvpi0ju&utm_medium=cpc&utm_source=adwords&utm_term=p79414039536,(2),0,2,https://de.surveymonkey.com/use-cases/registration-forms/
https://de.surveymonkey.com/product/integrations/?ut_source=pricing-teams-summary&ut_source2=summary&ut_source3=header,Integrationen (10),1,10,https://de.surveymonkey.com/pricing/
https://de.surveymonkey.com/product/integrations/microsoft-integrations/,Entscheidungsfindung innerhalb der Microsoft-Unternehmensprodukte (1) | Microsoft (3) | Microsoft Teams und Power BI (1) | Microsoft-Integrationen (1) | Power BI (2) | Power BI (2) | Weitere Infos (2) | Weitere Infos (3),7,15,https://de.surveymonkey.com/curiosity/adding-feedback-into-your-business-processes-means-better-decisions-and-actions/; https://de.surveymonkey.com/product/enterprise/; https://de.surveymonkey.com/product/features/; https://de.surveymonkey.com/product/integrations/; https://de.surveymonkey.com/roles/it/; https://de.surveymonkey.com/use-cases/employee-learning-and-development/
https://de.surveymonkey.com/product/integrations/salesforce-integration-surveys/,Erhebungen über Salesforce automatisieren (1) | Integration von SurveyMonkey for Salesforce (1) | Plattform für das Kundenbeziehungsmanagement (1) | Salesforce (10) | Salesforce-Integration (3) | SurveyMonkey Salesforce-Integration (3) | SurveyMonkey-Integration für Salesforce (1) | Weitere Infos (6) | oder Ihr CRM (1),9,27,https://de.surveymonkey.com/customers/greyhound/; https://de.surveymonkey.com/customers/hornblower/; https://de.surveymonkey.com/mp/free-survey-templates/; https://de.surveymonkey.com/mp/how-to-create-contact-form/; https://de.surveymonkey.com/product/integrations/; https://de.surveymonkey.com/roles/research/; https://de.surveymonkey.com/use-cases/customer-satisfaction/; https://de.surveymonkey.com/use-cases/net-promoter-score/
https://de.surveymonkey.com/product/integrations/tableau-integration/,Tableau (6) | Tableau-Integration (1) | Weitere Infos (3),3,10,https://de.surveymonkey.com/product/integrations/; https://de.surveymonkey.com/use-cases/customer-effort-score/
https://de.surveymonkey.com/product/integrations/zoom-integration/,Weitere Infos (5) | Zoom (6) | Zoom- (1),3,12,https://de.surveymonkey.com/product/integrations/; https://de.surveymonkey.com/use-cases/employee-learning-and-development/
